City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
524,Maryborough,AU,-25.5333,152.7,79.21,59,1,8.84,clear sky,2022-04-05 23:11:16
525,Mehamn,NO,71.0357,27.8492,28.67,77,100,26.84,overcast clouds,2022-04-05 23:03:03
526,Kautokeino,NO,69.0125,23.0412,22.32,94,100,24.32,light snow,2022-04-05 23:11:24
527,Krapivinskiy,RU,54.9992,86.8133,35.91,91,85,5.66,overcast clouds,2022-04-05 23:11:24
528,Seymchan,RU,62.8833,152.4333,2.7,82,66,2.77,broken clouds,2022-04-05 23:11:24
529,Kruisfontein,ZA,-34.0033,24.7314,61.88,73,6,14.63,clear sky,2022-04-05 23:11:04
530,Plettenberg Bay,ZA,-34.0527,23.3716,59.86,84,43,7.72,scattered clouds,2022-04-05 23:11:25
531,Sur,OM,22.5667,59.5289,81.54,51,2,11.12,clear sky,2022-04-05 23:11:25
532,Bajil,YE,15.0584,43.2851,85.12,42,0,4.18,clear sky,2022-04-05 23:04:02
533,Rocha,UY,-34.4833,-54.3333,56.73,56,0,6.26,clear sky,2022-04-05 23:08:36
534,Sept-Iles,CA,50.2001,-66.3821,28.67,83,100,6.76,overcast clouds,2022-04-05 23:04:28
535,Gumdag,TM,39.2061,54.5906,57.47,59,22,4.05,few clouds,2022-04-05 23:11:26
536,Uhlove,UA,44.8215,33.6045,43.02,83,1,10.16,clear sky,2022-04-05 23:11:26
537,Santa Marta,CO,11.2408,-74.199,80.15,82,85,14.85,overcast clouds,2022-04-05 23:11:26
538,San Quintin,MX,30.4833,-115.95,65.89,68,1,7.7,clear sky,2022-04-05 23:11:26
539,Ipixuna,BR,-1.7625,-48.8043,74.26,99,99,3.29,overcast clouds,2022-04-05 23:11:27
540,Shimoda,JP,34.6667,138.95,58.1,61,100,9.73,overcast clouds,2022-04-05 23:11:27
541,Grafton,US,42.207,-71.6856,57.2,44,0,9.22,clear sky,2022-04-05 23:11:27
542,Goderich,CA,43.7501,-81.7165,40.91,91,86,8.21,overcast clouds,2022-04-05 23:11:28
543,Aras,ES,42.5617,-2.356,39.61,70,0,5.75,clear sky,2022-04-05 23:11:28
544,Hachinohe,JP,40.5,141.5,49.95,71,100,7.67,overcast clouds,2022-04-05 23:11:28
545,Da Lat,VN,11.9465,108.4419,59.34,96,96,4.03,overcast clouds,2022-04-05 23:11:28
546,Anadyr,RU,64.75,177.4833,-1.52,77,0,8.95,clear sky,2022-04-05 23:11:29
547,Rincon,US,32.296,-81.2354,71.56,88,75,12.66,very heavy rain,2022-04-05 23:11:29
548,Mezhdurechenskiy,RU,59.6,65.9333,27.23,89,94,13.02,overcast clouds,2022-04-05 23:11:29
549,Iroquois Falls,CA,48.7669,-80.6831,36.55,96,69,4.92,broken clouds,2022-04-05 23:11:30
550,Kazuno,JP,40.1836,140.7872,51.39,66,100,8.63,overcast clouds,2022-04-05 23:11:30
551,Sorong,ID,-0.8833,131.25,80.85,77,100,11.7,overcast clouds,2022-04-05 23:08:51
552,Mingshui,CN,36.7167,117.5,51.22,74,0,8.37,clear sky,2022-04-05 23:11:30
553,Guanica,PR,17.9716,-66.908,80.51,77,68,12.66,broken clouds,2022-04-05 23:11:31
554,Nanchang,CN,28.6833,115.8833,59.11,72,87,1.52,overcast clouds,2022-04-05 23:11:31
555,Yaan,NG,7.3833,8.5667,81.79,67,98,12.3,overcast clouds,2022-04-05 23:11:31
556,Novoagansk,RU,61.9449,76.6625,33.93,83,76,19.13,broken clouds,2022-04-05 23:11:31
557,Khudumelapye,BW,-23.8833,24.75,69.78,51,72,8.21,broken clouds,2022-04-05 23:11:32
558,Obo,CF,5.3998,26.4869,71.15,85,91,3.09,overcast clouds,2022-04-05 23:11:32
559,Yumen,CN,40.2833,97.2,51.51,16,1,8.59,clear sky,2022-04-05 23:11:32
560,Slave Lake,CA,55.2834,-114.769,41.25,69,100,9.22,overcast clouds,2022-04-05 23:07:04
561,East Wenatchee Bench,US,47.4257,-120.2812,55.17,30,0,23.02,clear sky,2022-04-05 23:11:33
562,Alexandria,EG,31.2156,29.9553,75.76,27,95,8.19,overcast clouds,2022-04-05 23:07:05
563,Lulea,SE,65.5842,22.1547,32.07,100,100,8.05,light snow,2022-04-05 23:11:33
564,Beterou,BJ,9.1992,2.2586,82.44,62,86,8.59,overcast clouds,2022-04-05 23:11:12
565,Lagoa,PT,39.05,-27.9833,59.54,86,61,16.8,broken clouds,2022-04-05 23:11:33
566,Ormara,PK,25.2088,64.6357,79.27,69,2,13.09,clear sky,2022-04-05 23:11:34
567,Klyuchi,RU,52.2667,79.1667,48.4,90,91,6.11,overcast clouds,2022-04-05 23:11:34
568,Usvyaty,RU,55.7456,30.7533,25.99,84,66,7.92,broken clouds,2022-04-05 23:11:34
569,Coihaique,CL,-45.5752,-72.0662,56.01,87,75,11.5,light intensity shower rain,2022-04-05 23:08:03
570,Skibbereen,IE,51.55,-9.2667,49.1,88,75,20.09,broken clouds,2022-04-05 23:11:35
571,Marzuq,YE,14.4,46.4667,67.42,32,0,5.06,clear sky,2022-04-05 23:11:35
572,Kaputa,ZM,-8.4689,29.6619,67.98,90,76,2.82,light rain,2022-04-05 23:11:35
573,Mitchell,US,43.7094,-98.0298,50.11,65,0,13.8,clear sky,2022-04-05 23:11:36
574,San Policarpo,PH,12.1791,125.5072,80.89,83,100,15.55,overcast clouds,2022-04-05 23:11:36
575,Hambantota,LK,6.1241,81.1185,77.11,83,58,3.31,broken clouds,2022-04-05 23:11:36
576,Agirish,RU,61.9247,63.0231,20.48,92,100,10.0,overcast clouds,2022-04-05 23:11:36
